ADM0_NAME,ADM1_NAME,ADM2_NAME,Income_Category,Income_Month,Income_Year,IncomeValue,Income_DataSource
Armenia,Gergharkunik,,Asset Sales/Savings/Credit,8,2009,13.35671058,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Gergharkunik,,Commerce - Business/Trading,8,2009,2.115473081,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Gergharkunik,,Labor - Artisan/Skilled,8,2009,7.883808162,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Gergharkunik,,Labor - Daily/Unskilled - Mixed,8,2009,6.695094688,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Gergharkunik,,Labor - Salary/Regular,8,2009,25.12174127,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Gergharkunik,,Non-Wage - Pension/Benefit,8,2009,16.3935033,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Gergharkunik,,Non-Wage - Remittance/Fam. Aid,8,2009,18.91591433,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Gergharkunik,,Other,8,2009,0.783958939,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Kotayk,,Agro - Food&Cash Crop,8,2009,7.818462465,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Kotayk,,Asset Sales/Savings/Credit,8,2009,4.978975873,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Kotayk,,Commerce - Business/Trading,8,2009,4.187964744,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Kotayk,,Labor - Artisan/Skilled,8,2009,9.235880952,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Kotayk,,Labor - Daily/Unskilled - Mixed,8,2009,6.413803271,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Kotayk,,Labor - Salary/Regular,8,2009,38.55180089,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Kotayk,,Non-Wage - Pension/Benefit,8,2009,21.53318337,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Kotayk,,Non-Wage - Remittance/Fam. Aid,8,2009,6.904829793,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Kotayk,,Other,8,2009,0.375098649,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Lori,,Agro - Food&Cash Crop,8,2009,14.39054987,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Lori,,Asset Sales/Savings/Credit,8,2009,4.492299777,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Lori,,Commerce - Business/Trading,8,2009,0.589774789,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Lori,,Labor - Artisan/Skilled,8,2009,2.006528993,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Lori,,Labor - Daily/Unskilled - Mixed,8,2009,3.895579043,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Lori,,Labor - Salary/Regular,8,2009,20.11827697,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Lori,,Non-Wage - Pension/Benefit,8,2009,32.12469155,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Lori,,Non-Wage - Remittance/Fam. Aid,8,2009,22.38229901,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Shirak,,Agro - Food&Cash Crop,8,2009,16.46551873,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Shirak,,Asset Sales/Savings/Credit,8,2009,5.360671208,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Shirak,,Commerce - Business/Trading,8,2009,1.725320208,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Shirak,,Labor - Artisan/Skilled,8,2009,3.938380046,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Shirak,,Labor - Daily/Unskilled - Mixed,8,2009,5.324013827,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Shirak,,Labor - Salary/Regular,8,2009,24.92440982,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Shirak,,Non-Wage - Pension/Benefit,8,2009,25.46766668,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Shirak,,Non-Wage - Remittance/Fam. Aid,8,2009,14.66207323,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Shirak,,Other,8,2009,2.131946252,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Syunik,,Agro - Food&Cash Crop,8,2009,14.80519142,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Syunik,,Commerce - Business/Trading,8,2009,6.463812219,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Syunik,,Labor - Artisan/Skilled,8,2009,2.356682281,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Syunik,,Labor - Daily/Unskilled - Mixed,8,2009,3.519944521,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Syunik,,Labor - Salary/Regular,8,2009,43.97993998,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Syunik,,Non-Wage - Pension/Benefit,8,2009,23.11104568,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Syunik,,Non-Wage - Remittance/Fam. Aid,8,2009,4.134860061,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Syunik,,Other,8,2009,1.628523842,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Agro - Food&Cash Crop,8,2009,9.903171162,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Asset Sales/Savings/Credit,8,2009,0.617456897,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Commerce - Business/Trading,8,2009,10.63121682,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Labor - Artisan/Skilled,8,2009,1.723536288,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Labor - Daily/Unskilled - Mixed,8,2009,5.304097482,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Labor - Salary/Regular,8,2009,29.91508779,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Non-Wage - Pension/Benefit,8,2009,35.51756693,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Non-Wage - Remittance/Fam. Aid,8,2009,5.753733824,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Other,8,2009,0.634132807,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Agro - Food&Cash Crop,8,2009,15.83818286,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Commerce - Business/Trading,8,2009,4.328242883,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Labor - Artisan/Skilled,8,2009,11.76610753,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Labor - Daily/Unskilled - Mixed,8,2009,2.242742089,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Labor - Salary/Regular,8,2009,35.29762616,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Non-Wage - Pension/Benefit,8,2009,24.54548513,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Non-Wage - Remittance/Fam. Aid,8,2009,5.981613353,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Agro - Food&Cash Crop,8,2009,0.278955303,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Asset Sales/Savings/Credit,8,2009,4.613884206,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Commerce - Business/Trading,8,2009,5.140552872,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Labor - Artisan/Skilled,8,2009,5.508396727,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Labor - Daily/Unskilled - Mixed,8,2009,3.932540014,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Labor - Salary/Regular,8,2009,52.1441707,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Non-Wage - Pension/Benefit,8,2009,20.94825047,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Non-Wage - Remittance/Fam. Aid,8,2009,6.184057768,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Other,8,2009,1.249191949,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Agro - Food&Cash Crop,8,2009,11.36626007,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Asset Sales/Savings/Credit,8,2009,5.618917602,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Commerce - Business/Trading,8,2009,4.275040374,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Labor - Artisan/Skilled,8,2009,5.513385914,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Labor - Daily/Unskilled - Mixed,8,2009,4.834553507,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Labor - Salary/Regular,8,2009,35.9759356,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Non-Wage - Pension/Benefit,8,2009,22.16015549,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Non-Wage - Remittance/Fam. Aid,8,2009,9.40222625,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Other,8,2009,0.853525184,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Bangladesh,Barisal,,Agro - Fishing,1,2009,4.052107544,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Agro - Food&Cash Crop,1,2009,18.4657667,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Commerce - Business/Trading,1,2009,2.625451588,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Commerce - Petty Trade,1,2009,13.52880438,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Commerce - Self-Employment,1,2009,4.63003886,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Labor - Daily/Unskilled - Agro,1,2009,18.28899628,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Labor - Daily/Unskilled - NonAgro,1,2009,13.39682314,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Labor - Salary/Regular,1,2009,15.0579402,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Labor - Wage/Semi-skilled,1,2009,1.439414443,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Non-Wage - Remittance/Fam. Aid,1,2009,3.212652899,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Other,1,2009,5.30200397,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Agro - Fishing,1,2009,1.171205575,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Agro - Food&Cash Crop,1,2009,12.48770142,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Commerce - Business/Trading,1,2009,3.487179148,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Commerce - Petty Trade,1,2009,15.05944048,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Commerce - Self-Employment,1,2009,3.14666173,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Labor - Daily/Unskilled - Agro,1,2009,12.10866601,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Labor - Daily/Unskilled - NonAgro,1,2009,16.66844001,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Labor - Salary/Regular,1,2009,11.15419549,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Labor - Wage/Semi-skilled,1,2009,2.242149865,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Non-Wage - Remittance/Fam. Aid,1,2009,18.81816967,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Other,1,2009,3.656190596,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Agro - Fishing,1,2009,1.328586634,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Agro - Food&Cash Crop,1,2009,19.23854058,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Commerce - Business/Trading,1,2009,3.598845961,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Commerce - Petty Trade,1,2009,14.38219766,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Commerce - Self-Employment,1,2009,3.764540198,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Labor - Daily/Unskilled - Agro,1,2009,11.53132489,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Labor - Daily/Unskilled - NonAgro,1,2009,14.19234999,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Labor - Salary/Regular,1,2009,16.16579309,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Labor - Wage/Semi-skilled,1,2009,4.251666155,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Non-Wage - Remittance/Fam. Aid,1,2009,6.923467089,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Other,1,2009,4.622687756,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Agro - Fishing,1,2009,3.87451616,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Agro - Food&Cash Crop,1,2009,21.67192127,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Commerce - Business/Trading,1,2009,2.773050804,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Commerce - Petty Trade,1,2009,17.55018005,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Commerce - Self-Employment,1,2009,5.468882141,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Labor - Daily/Unskilled - Agro,1,2009,17.85665208,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Labor - Daily/Unskilled - NonAgro,1,2009,11.87518641,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Labor - Salary/Regular,1,2009,10.18340563,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Labor - Wage/Semi-skilled,1,2009,2.123553998,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Non-Wage - Remittance/Fam. Aid,1,2009,2.512748799,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Other,1,2009,4.109902657,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Agro - Fishing,1,2009,0.482113054,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Agro - Food&Cash Crop,1,2009,29.39203039,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Commerce - Business/Trading,1,2009,2.741875991,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Commerce - Petty Trade,1,2009,13.8559356,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Commerce - Self-Employment,1,2009,4.989147671,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Labor - Daily/Unskilled - Agro,1,2009,17.69068576,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Labor - Daily/Unskilled - NonAgro,1,2009,12.13340733,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Labor - Salary/Regular,1,2009,10.07636369,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Labor - Wage/Semi-skilled,1,2009,3.189267995,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Non-Wage - Remittance/Fam. Aid,1,2009,1.736647903,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Other,1,2009,3.712524611,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Agro - Fishing,1,2009,1.716029405,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Agro - Food&Cash Crop,1,2009,17.73977055,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Commerce - Business/Trading,1,2009,4.485306012,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Commerce - Petty Trade,1,2009,12.24409054,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Commerce - Self-Employment,1,2009,2.498883157,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Labor - Daily/Unskilled - Agro,1,2009,17.42530354,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Labor - Daily/Unskilled - NonAgro,1,2009,17.39590624,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Labor - Salary/Regular,1,2009,8.676890223,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Labor - Wage/Semi-skilled,1,2009,0.555069433,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Non-Wage - Remittance/Fam. Aid,1,2009,13.90912919,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Other,1,2009,3.353621711,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Agro - Fishing,1,2009,1.600649247,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Agro - Food&Cash Crop,1,2009,20.81137976,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Commerce - Business/Trading,1,2009,3.246044777,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Commerce - Petty Trade,1,2009,14.58875048,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Commerce - Self-Employment,1,2009,4.163273835,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Labor - Daily/Unskilled - Agro,1,2009,14.80601644,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Labor - Daily/Unskilled - NonAgro,1,2009,13.95613241,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Labor - Salary/Regular,1,2009,12.41374487,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Labor - Wage/Semi-skilled,1,2009,2.946518587,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Non-Wage - Remittance/Fam. Aid,1,2009,7.352296262,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Other,1,2009,4.115193339,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Benin,Alibori,,Agro - Cash Crops,3,2013,2.209302326,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014"
Benin,Alibori,,Agro - Fishing,3,2013,0.23255814,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014"
Benin,Alibori,,Agro - Food Crops,3,2013,59.88372093,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014"
Benin,Alibori,,Agro - Livestock,3,2013,7.558139535,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014"
Benin,Alibori,,Commerce - Business/Trading,3,2013,10.93023256,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014"
Benin,Alibori,,Commerce - Rents/Investment,3,2013,0.23255814,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014"
Benin,Alibori,,Commerce - Self-Employment,3,2013,2.209302326,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014"
Benin,Alibori,,Labor - Artisan/Skilled,3,2013,8.837209302,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014"
Benin,Alibori,,Labor - Daily/Unskilled - Mixed,3,2013,0.581395349,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014"
